ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.97,3,0.0,25.1916,b1f4a363-dfd2-4ac3-95dd-d63c854a7f40
First Class,Corporate,United States,Athens,Georgia,30605,South,Office Supplies,Art,12.78,3,0.0,5.2398,48e528d5-e97e-454c-bec8-b33c478c6e73
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,40.0,2,0.2,0.5,eeb77851-7aa4-4561-8701-8a7e5f004e34
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,23.24,5,0.2,7.553,a348a7c9-84eb-470c-afaa-737e70f500eb
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,908.82,9,0.0,227.205,55fe7be2-e342-4e0a-8450-290ec303b777
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Supplies,5.552,2,0.2,-1.041,a93cecc2-0135-4c90-a398-6ae714be619c
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,8.016,3,0.2,1.002,a1d3a92b-216b-454e-a3f2-fdc8fb5be727
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Chairs,74.592,4,0.3,-2.1312,6bded1a1-7c52-4261-84b7-2a30993d662d
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,16.784,2,0.6,-22.2388,a54ef860-9ab5-4c95-9311-8b166756a580
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,38.864,4,0.8,-99.1032,9ae08866-5507-4a87-88df-67b30f072264
First Class,Home Office,United States,San Diego,California,92024,West,Technology,Phones,203.976,3,0.2,25.497,09623a41-f1cc-495e-bacf-57615af2de83
First Class,Home Office,United States,San Diego,California,92024,West,Furniture,Tables,674.352,3,0.2,-8.4294,4d4d408b-8a22-4520-ab6a-2bd8c5c014e4
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49,db5e3686-237e-4b4a-925d-b0147c413acc
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Art,30.976,8,0.2,5.0336,8e9c153d-d246-453d-9abb-71cb7e628188
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0.0,175.5156,7df0b70c-b017-4724-a059-1e1ea9bf447f
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,15.92,4,0.0,7.4824,c7ebac77-aeca-4961-9aa5-ca5980906449
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,19.54,2,0.0,7.2298,58dd5d14-d49d-4c4a-991e-21edb7d75fa6
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Art,21.4,5,0.0,6.206,dfa0cd3e-cc8e-4cf8-93be-ffaffcb4c087
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,12.6,2,0.0,5.796,2cc2504d-96ea-421b-b6a4-1d6fb26ae644
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,11.96,2,0.0,3.1096,295ed15b-6586-4f4f-994f-e134bac5f668
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,138.0,2,0.0,34.5,731f6495-00a1-45bb-8114-52969e0e0442
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Technology,Phones,116.76,1,0.2,14.595,4db4377e-a4e4-4a3f-8562-92e30a9a578f
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Tables,331.023,7,0.45,-114.3534,c6714e7a-692c-44c0-b01e-5e0073739c50
Same Day,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,756.8,5,0.0,75.68,bcd7dcc3-f2ea-4e8e-a267-4701def10eef
Standard Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048,5ef6c4d5-128d-4ba7-9743-53875262734d
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.08,2,0.0,2.0672,bd997120-dbb5-4b8a-8ada-116f3e8b2c23
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,17.46,2,0.0,5.9364,8b871f41-6ac1-48e4-ae8a-b6570e76e10f
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Machines,369.16,11,0.2,32.3015,3a1c3eaf-c5cf-409d-bbf0-190696595b13
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2,0.2,0.91,a3dfbb37-4104-475a-8842-5a988dcc68b7
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,20.736,4,0.2,7.2576,335db3e4-7738-43cc-8cc6-da05cfdbf88e
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,9.568,2,0.2,2.99,2bbf3ab9-7e97-41b7-9989-418b1b08f3c4
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,30.18,3,0.0,13.8828,8c23a67b-389f-4938-9025-18c545af59e4
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,51.648,12,0.2,18.7224,dcf4282f-1efd-48d8-82e9-45e48e36efa3
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.232,3,0.2,3.9312,1eb4a52e-4585-44dc-8de2-596326c79116
Standard Class,Consumer,United States,Camarillo,California,93010,West,Office Supplies,Labels,14.73,3,0.0,7.2177,2da4f6eb-476d-40cd-81f8-0fb4756921fa
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,16.4,5,0.0,4.756,3d173c47-fb0b-490c-a551-c90b945fb820
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,23a2b75d-eb0e-42b2-a1cc-99bad9a1ca25
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,8.82,3,0.0,2.5578,8153b0dc-0d53-458c-9fe8-884f9e367fc5
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,62.496,2,0.2,21.8736,8874d975-f751-414d-9f63-9d89724b9915
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,339.96,4,0.0,122.3856,8375ace6-86a3-4654-b969-7d2c92d33090
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.568,2,0.2,17.3488,50c423d8-0d9c-4ae2-812b-f87b027d6427
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,274.491,3,0.7,-228.7425,acccd997-4671-4e43-bbcc-c74d7bd1585d
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,137.94,3,0.0,35.8644,fa0a7ea1-755f-4774-b254-62c6933824bd
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,40.68,3,0.2,-7.119,f282c9e7-b188-4cab-9be8-8f0ba81999c2
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,110.376,3,0.2,12.4173,a351d84a-2adf-48e0-be96-fe8e235a13fa
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,151.62,7,0.0,50.0346,dfb82018-d884-4427-8190-4a99b35d32a6
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,30.8,4,0.0,10.164,ce54c043-6e79-4688-a568-f61aab71177c
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,123.92,5,0.2,38.725,1cf8e04e-2006-42e4-867a-fdc17f303d8d
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,1319.8,5,0.2,214.4675,571ac48b-34af-4607-99a3-01b999399f8c
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,89.712,6,0.2,30.2778,23ff3d67-90b4-4f19-86bb-1aff15944cf9
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,22.83,3,0.0,10.7301,a9ca1f0c-e07c-46e7-8a47-2bf674c3a6db
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,30.88,2,0.0,15.44,92971743-32df-4972-9a26-105d02645a1a
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,465.16,2,0.0,120.9416,819002d3-99cf-4445-9764-155d5720867b
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,27.12,4,0.0,12.4752,7fe945e0-b79f-44a9-8615-6ef5af132e07
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,113.6,8,0.0,44.304,e99edf11-5792-4488-8078-0e732c72bb88
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.3504,18a07776-b963-45b3-9a44-493f67272ea1
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,69.456,2,0.2,22.5732,3bc52e08-f1ff-40de-8519-f29bfef89860
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,8.64,3,0.0,2.4192,8b9ad465-ba6e-41f9-8b23-f60cab2b3a83
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Machines,341.991,3,0.7,-319.1916,df5a5b28-027c-4e25-a6a4-4d5629ddb546
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,43.96,7,0.0,18.4632,629665c4-ca7a-40f3-bcfb-a031bcc6a7f6
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,39.76,7,0.0,18.6872,0c961a3c-218c-4779-ad41-0ad47dafa3e8
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,66.36,7,0.0,26.544,0ba7c27c-7693-407c-873e-b4ee53654b30
Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,92.88,6,0.2,30.186,89573b9b-44cb-4470-aa92-3fa795d34f11
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,24.14,2,0.0,7.9662,bebc0713-09b2-42f5-aa33-f20bc749c86c
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882,0cab0836-ae89-4ec3-aeca-e48137db8163
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,49.56,7,0.0,18.8328,57e9eb29-ff1d-429c-a00d-c7d8c137a9af
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,354.9,5,0.0,17.745,c1d8cc4a-72e1-41d8-8eaf-98096e5a6b53
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,15.12,3,0.2,4.914,bfa75780-388f-478f-a0df-a35a9ab4deee
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,302.45,5,0.5,-199.617,adafc305-bc54-414e-bd80-504e99dc5d6b
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,44.672,8,0.2,-10.0512,99f0ec0f-b6f7-4f50-97d0-bad604eee526
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,119.98,2,0.0,35.994,f7f1985e-121a-4b5a-b6fd-c12097047ddd
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,989.97,3,0.0,395.988,0fbee29b-5af5-4c64-92af-4c1419e7264b
Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,9.216,4,0.2,3.3408,407624ef-5e13-4965-9f58-14523ec2eca8
Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,68.52,3,0.0,31.5192,e3a8560a-702b-4e25-a0aa-b114b88a6ce5
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,364.74,3,0.0,109.422,1dd90e85-7c31-40b5-a2d4-657c829f82c5
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,47.4,5,0.0,21.33,14babe79-b5ad-4924-b878-5ed6e3b26a33
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,49.76,4,0.0,13.9328,36c46fe6-6063-4ce7-8933-9a01a31306f9
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,5.56,2,0.0,1.4456,530e2259-fec4-42fb-98ac-bb784dca188a
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0.0,301.968,e1ef2ed0-7708-4da9-b936-9c73aa4c9099
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,14.7,5,0.0,3.969,38eac65f-acab-4a4d-983f-fec34fb02c86
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0.0,21.7728,1f368620-844a-4c35-9442-8151af1258ce
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,125.99,1,0.0,35.2772,69b14790-f579-435d-b876-786f17aa128f
Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0.0,4.116,573265c5-858d-42b8-9b1e-737f23dae55b
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.7,5,0.4,-6.54,66620ada-7d25-488f-a1cd-24c568a7c549
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088,a9d43f7b-073d-4a7f-a5fc-7eea4f899953
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,181.86,7,0.0,50.9208,794f00ce-1a56-46b4-9696-74f343941a78
Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,155.372,2,0.3,-35.5136,64814b2f-8763-43b0-a57a-59ff09bb6edb
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19,e1efc120-0843-4a8f-a53d-3bb201ff0069
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,67.136,4,0.2,-0.8392,4154331b-1ce4-4bb1-8b7d-4553ab721eae
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,89.568,2,0.2,32.4684,5d9dd2b3-bae6-4688-ab23-6408a7cd695e
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,315.776,8,0.2,31.5776,6b056bf1-f91b-430e-b973-106694724e0d
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,273.666,2,0.15,-12.8784,51374482-e58f-4c10-b6ed-29e3a2c726f6
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,17.48,4,0.0,4.5448,65a6cbc7-488f-4f62-8c0b-a451a38464b3
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,20.608,2,0.2,-4.3792,fa376650-1153-4ed9-a585-bca3623b4665
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73,47cd3f0c-d456-49ba-93d5-f64223242ed3
Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495,d3f0fd07-c02c-4c9b-9b1d-0fffa23bbba1
Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,63.98,7,0.0,21.7532,f9a8a420-75dd-4ff9-b64e-9561ca09ed7d
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976,b93bf928-90a8-4b03-aab2-9ce03f649419
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,35.984,2,0.2,4.498,bcf0556a-0505-48e9-b532-b84826503acf
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,389.97,3,0.0,132.5898,528b2e23-041f-4deb-8d40-057d9a29a850
Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011,e76ecfa1-c737-425d-ac77-3b861b2c9a23
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0.0,1270.99,802229dd-7a4d-471f-97ec-8ba4ad319e7e
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988,e972ceca-8330-4928-8c8c-2b9251a0cfe1
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094,e1a3a309-6396-4b36-82f3-9736a9f402bd
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888,501fa86d-fbd4-4780-b599-4dd6dd719d6b
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904,71c49088-c4c1-412a-872b-68a7fd9fb7c6
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,46.36,4,0.0,15.2988,76e50763-02dd-41c7-9b07-1f12de2c2640
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,6.9,1,0.0,0.552,7787d7a5-4bbe-4ee7-859a-88b352f743ed
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,64d5f989-8959-4473-bc63-4c6d22a11310
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705,6aa273a2-19b1-4376-878f-0e082c63b5f7
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,305.01,9,0.0,76.2525,288459d9-c036-4667-b998-9cab6f5c41bc
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744,42c83af4-776d-45ce-b1e1-a6b53997a216
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,26.01,9,0.0,12.2247,5ed602bc-6679-44d0-a52a-88a6744cced6
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58,19d5c7ea-c90c-4f94-b114-e32dcaf321c1
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0.0,21.5964,abbfb719-6c43-4f20-8cd6-cd954b5c6183
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,20.24,1,0.0,7.8936,0140a24b-0c17-44ed-bf16-eaaaf1bd1b71
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,37.84,2,0.2,2.838,049203c2-2c54-4395-b2cf-b884e5aae883
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468,3e8a07fe-90a0-4c77-bced-26aada358c5c
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724,2148cd5a-7862-423e-902d-1c00f6e88958
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26,39a2137b-3772-4bc5-9e4e-d23397819386
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,0d17255a-b895-4d40-a034-ad053cf55e6c
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,ef06ce69-ae29-4c9e-a2b3-692a800f246c
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,32fe8873-5cd2-4f2e-90ff-1ed8d096b287
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,381.72,5,0.2,-66.801,5a19f6a1-a2a9-4989-82d5-98fa3b17a8a0
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,97.184,2,0.2,6.074,b6290b76-c250-4739-91e7-6df859d3d960
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,10.368,2,0.2,3.6288,7f61bc02-dc32-48ca-a43c-4e8721f97cff
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156,caabcfee-4422-409f-8422-4966280bada6
Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72.0,4,0.0,12.96,4c7ef1a0-05fb-4573-adcd-d5ea26452ee4
Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.888,2,0.2,9.9652,c1081dc2-1fba-4427-9d37-751a57e5f2c5
